"","pos","id","rodent","centre","tumour","slice_adc","pc_necrosis","total_cellularity","total_cellularity2","total_area","training.set","test.set","condition","group","n.adc","pi.adcgtpw","adc.mean","adc.median","adc.sd","adc.skewness","adc.kurtosis","adc.cutoff.N_BE","adc.cutoff.CT_GA","adc.cutoff.CT_NO","adc.cutoff.CV_GA","adc.cutoff.CV_NO","adc.cutoff.N_NO","adc.cutoffN","adc.cutoffCT","adc.cutoffCV","SHASH.mu","SHASH.sigma","SHASH.nu","SHASH.tau","missing","missing.A","missing.B","missing.C","missing.D","missing.E","missing.reason"
"CIMH17623|100509|2",46,"CIMH17623|100509|2","CIMH17623","Cam","KPC",6,23.1831,6108.2814,7034.6819,74.9813,TRUE,FALSE,"KPC","Untreated",593,0.0918836140888208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"B"
"CIMH17623|100510|1",47,"CIMH17623|100510|1","CIMH17623","Cam","KPC",12,68.901,3236.9261,6489.3479,64.3582,TRUE,FALSE,"KPC","Untreated",437,0.00228310502283105,0.00190524256189334,0.00193200004287064,0.000466824919465634,-0.331396800782969,2.37053284238223,1.87709319453601,-1.15995226926747,-1.10319945267502,-0.507779162917826,-0.496436886313891,-0.448721413274224,0.638443935926774,0.331807780320366,0.608695652173913,0.00194837187907391,-6.72665151597411,0.625970874737391,0.934815614433112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH17623|100510|2",48,"CIMH17623|100510|2","CIMH17623","Cam","KPC",10,52.6291,4075.0128,6415.6507,85.3866,TRUE,FALSE,"KPC","Untreated",582,0.00342465753424658,0.00185537628450029,0.00188350002281367,0.000491426597265397,-0.143783456141258,2.49385075230624,1.72519870270972,-1.31022464238313,-1.29756624551121,-0.607568673854157,-0.595029324601422,-0.525828790358039,0.59106529209622,0.27319587628866,0.551546391752577,0.00187599054365088,-7.07131304921328,0.361183842795347,0.477882792088498,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH18510|100750|1",49,"CIMH18510|100750|1","CIMH18510","Cam","KPC",7,11.4358,5363.6521,5702.571,48.7491,TRUE,FALSE,"KPC","Untreated",590,0.00505902192242833,0.00120678813341251,0.00118400005158036,0.000274964454880911,0.901414274532028,6.70739392555882,-1.04068964093541,-4.43421238784445,-4.30068099521993,-3.67207233579756,-3.60753381465998,-3.38439026334577,0.0338983050847458,0.0135593220338983,0.0271186440677966,0.00118021326716393,-9.02794857796245,-0.357464893374697,-0.54313252480951,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH18510|100750|2",50,"CIMH18510|100750|2","CIMH18510","Cam","KPC",NA,17.629,5923.187,6444.3023,19.2098,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH18510|100751|1",51,"CIMH18510|100751|1","CIMH18510","Cam","KPC",NA,22.4705,6012.3752,6746.8246,38.6573,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH18510|100751|3",52,"CIMH18510|100751|3","CIMH18510","Cam","KPC",8,12.4947,5682.1558,6493.501,67.9953,TRUE,FALSE,"KPC","Untreated",603,0.00985221674876847,0.00134439137513296,0.00129899999592453,0.000311476286627947,1.70583257356511,7.76593756222436,-0.1562040686391,-3.45747821756075,-3.45747821756075,-2.84656913523777,-2.84656913523777,-2.71303774261325,0.066334991708126,0.0315091210613599,0.0580431177446103,0.00129644713962169,-8.74337967072975,-0.129458205719174,-0.527203501767011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH18655|101130|1",53,"CIMH18655|101130|1","CIMH18655","Cam","KPC",2,13.8371,5488.1235,5845.9274,45.6039,TRUE,FALSE,"KPC","Untreated",439,0,0.00111948974323965,0.00105500000063,0.00036073395030693,1.36227138329514,6.16847723981956,-1.22082992139236,-4.13858926401986,-4.13858926401986,-3.14006043390873,-3.08876713952118,-2.90644558272723,0.0546697038724374,0.0159453302961276,0.0455580865603645,0.00104711957602757,-8.20386890849006,0.160372074559798,-0.35569101906954,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH18655|101130|2",54,"CIMH18655|101130|2","CIMH18655","Cam","KPC",5,14.3824,5481.9543,5911.1641,72.532,TRUE,FALSE,"KPC","Untreated",697,0,0.00114256814857926,0.00111299997661,0.000270855115221509,0.720746671350708,5.81600771252106,-1.07767907900164,-6.54678541076052,-6.54678541076052,-4.24420031776648,-4.14889013796215,-3.98183605329899,0.0186513629842181,0.00143472022955524,0.0157819225251076,0.00111890445887394,-8.34117557773938,0.0386812765667092,-0.177643856361311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH18655|101131|1",55,"CIMH18655|101131|1","CIMH18655","Cam","KPC",10,14.0463,6562.4412,6998.918,61.0983,TRUE,FALSE,"KPC","Untreated",515,0,0.0010249339791187,0.00099400000181,0.000237902865766316,1.46315933248507,7.98146348960794,-2.32196137195718,-6.24416690066374,-6.24416690066374,-4.29825675160842,-4.29825675160842,-4.29825675160842,0.0135922330097087,0.00194174757281553,0.0135922330097087,0.000989493842003999,-8.95203026787591,-0.142806975143716,-0.484431342368641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH18655|101131|2",56,"CIMH18655|101131|2","CIMH18655","Cam","KPC",8,12.3844,6280.6388,6747.9358,73.6199,TRUE,FALSE,"KPC","Untreated",682,0,0.00106219794491796,0.00102700002026,0.000252366900367027,1.62319079720107,10.5913431737519,-1.97642099031885,-5.42641736917535,-5.42641736917535,-4.44558811616363,-4.44558811616363,-4.22244456484942,0.0146627565982405,0.00439882697947214,0.0117302052785924,0.00102718584384399,-8.87403586403011,-0.148486198368916,-0.465013597070049,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH19028|101412|1",57,"CIMH19028|101412|1","CIMH19028","Cam","KPC",NA,14.0381,7386.4357,7903.5195,45.5993,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19028|101412|2",58,"CIMH19028|101412|2","CIMH19028","Cam","KPC",9,32.3439,6420.7407,7798.1651,69.7183,TRUE,FALSE,"KPC","Untreated",659,0,0.00110718967827257,0.00109200004953891,0.000191016887924801,0.670707941183559,4.154226171604,-1.8700523951778,-9.21034037197618,-9.21034037197618,-5.3921112458344,-5.10442917338262,-4.88128562206841,0.00758725341426404,1e-04,0.00606980273141123,0.00108750226524667,-8.79716461676233,-0.00675298188809944,-0.257136348098343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH19028|101413|1",59,"CIMH19028|101413|1","CIMH19028","Cam","KPC",NA,29.6438,6153.9094,7488.9606,96.779,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19028|101413|2",60,"CIMH19028|101413|2","CIMH19028","Cam","KPC",NA,10.0694,8543.0426,8951.5882,52.4687,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19028|101415|1",61,"CIMH19028|101415|1","CIMH19028","Cam","KPC",NA,29.2548,7578.9125,8354.4305,38.3859,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19028|101415|2",62,"CIMH19028|101415|2","CIMH19028","Cam","KPC",NA,32.329,7952.1888,8919.8439,24.0856,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19028|101416|1",63,"CIMH19028|101416|1","CIMH19028","Cam","KPC",NA,31.4019,7812.8335,8739.17,68.5037,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19028|101416|2",64,"CIMH19028|101416|2","CIMH19028","Cam","KPC",NA,40.4027,7964.5958,9005.3681,68.4563,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19246|101284|1",65,"CIMH19246|101284|1","CIMH19246","Cam","KPC",NA,10.6368,6945.8284,7298.468,93.0839,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19246|101284|2",66,"CIMH19246|101284|2","CIMH19246","Cam","KPC",NA,7.2917,6983.0467,7219.3853,50.9246,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19246|101286|1",67,"CIMH19246|101286|1","CIMH19246","Cam","KPC",7,6.0372,7775.2075,8023.6352,76.683,TRUE,FALSE,"KPC","Untreated",789,0.00378787878787879,0.00107768187176537,0.00105700001586228,0.000272436795775793,1.628619572069,9.57211143841338,-1.9531723450971,-4.59132477916604,-4.59132477916604,-3.96271611974366,-3.89817759860609,-3.78039456294971,0.0228136882129278,0.0101394169835234,0.0202788339670469,0.00104922719080938,-8.9441290015323,-0.252390715710361,-0.521646427442938,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH19246|101286|2",68,"CIMH19246|101286|2","CIMH19246","Cam","KPC",NA,22.9135,7336.2508,8460.8087,23.751,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19246|101285|1",69,"CIMH19246|101285|1","CIMH19246","Cam","KPC",7,14.3397,7804.5159,8592.6616,21.9969,TRUE,FALSE,"KPC","Untreated",186,0,0.00129041397569811,0.00119999994058161,0.000370428651582105,0.851088349689676,4.45826228455859,-0.621403275701104,-3.6163087612791,-3.6163087612791,-2.28130769454676,-2.28130769454676,-2.18122423598978,0.112903225806452,0.0268817204301075,0.102150537634409,0.00119775572001151,-8.69354453281299,-0.200449799176467,-0.596507242552334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH19246|101285|2",70,"CIMH19246|101285|2","CIMH19246","Cam","KPC",NA,27.7072,5594.9008,6547.1615,22.1868,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19246|101287|1",71,"CIMH19246|101287|1","CIMH19246","Cam","KPC",NA,15.6505,7419.5862,7906.2421,27.0597,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH19246|101287|3",72,"CIMH19246|101287|3","CIMH19246","Cam","KPC",NA,56.0206,5240.41,9376.5594,40.9176,TRUE,FALSE,"KPC","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH56671|92600|1",73,"CIMH56671|92600|1","CIMH56671","Cam","K8484",NA,16.2292,5839.8565,6157.4755,20.3671,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH56671|92600|2",74,"CIMH56671|92600|2","CIMH56671","Cam","K8484",6,43.9135,4545.4322,6223.3075,48.9701,TRUE,FALSE,"K8484","Untreated",571,0.00174825174825175,0.001514085810238,0.00147799996193,0.000588048196584225,0.206044728286681,1.90237686167579,0.278493646397375,-1.92854860185941,-1.81478971650275,-1.05408438493152,-1.03912151225481,-0.949226508138257,0.387040280210158,0.162872154115587,0.353765323992995,0.00142846596600553,-4.91710474626408,2.55062441332389,2.16614629807046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH56671|92601|1",75,"CIMH56671|92601|1","CIMH56671","Cam","K8484",NA,45.2876,4222.6309,6028.6111,29.4458,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH56671|92601|2",76,"CIMH56671|92601|2","CIMH56671","Cam","K8484",7,52.5041,4073.7964,6310.3011,52.9515,TRUE,FALSE,"K8484","Untreated",527,0,0.00143919544008624,0.00137700000778,0.000567698359220293,0.201513024040848,1.87536634192325,0.110168217225929,-2.20675753799494,-2.12406582214983,-1.15521276018482,-1.1314021114911,-1.06870351727554,0.343453510436433,0.119544592030361,0.32258064516129,0.00136582198601729,-5.09672086911332,2.38924822917688,2.04055811260297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH56672|92598|1",77,"CIMH56672|92598|1","CIMH56672","Cam","K8484",NA,26.9954,5152.5823,5916.5615,29.0751,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH56672|92598|2",78,"CIMH56672|92598|2","CIMH56672","Cam","K8484",3,51.5458,4047.2078,5338.1194,48.7728,TRUE,FALSE,"K8484","Untreated",576,0,0.00107249999973636,0.000986999948509,0.000319384888650554,1.3521462415074,5.73734585813598,-1.5243664002623,-5.66296048013595,-5.25749537202778,-3.31158522297247,-3.26506520733758,-3.09801112267441,0.0451388888888889,0.00520833333333333,0.0381944444444444,0.000996770682975437,-8.56869038748247,0.0377860514485134,-0.488744621066575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH56672|92599|1",79,"CIMH56672|92599|1","CIMH56672","Cam","K8484",NA,22.915,5519.4161,5952.7154,38.7458,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH56672|92599|2",80,"CIMH56672|92599|2","CIMH56672","Cam","K8484",5,22.3875,5063.7549,5763.2297,60.513,TRUE,FALSE,"K8484","Untreated",542,0,0.00110929151069066,0.0009790000040085,0.000380321305088292,1.07128031702104,3.27286435572053,-1.09369827386568,-5.19665371277154,-5.19665371277154,-2.63170435531,-2.58169393473534,-2.3832429960115,0.0922509225092251,0.00553505535055351,0.0756457564575646,0.00100366812216252,-6.60103096062266,1.77871826601428,0.668949033336077,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH61236|97551|1",81,"CIMH61236|97551|1","CIMH61236","Cam","K8484",4,60.8069,2702.3313,4814.3088,67.306,TRUE,FALSE,"K8484","Untreated",639,0,0.00132707511501146,0.0012309999438,0.000405980849290706,0.69193938659186,2.53522317172809,-0.383343191020894,-4.26267987704132,-3.894955096916,-1.78707561991563,-1.76855657214839,-1.67241271159549,0.187793427230047,0.0203442879499217,0.170579029733959,0.00122648791110338,-5.96718568852156,2.14321603601454,1.29302465019715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH61236|97551|2",82,"CIMH61236|97551|2","CIMH61236","Cam","K8484",NA,37.5547,4266.9008,5046.0605,41.1437,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH61236|97552|1",83,"CIMH61236|97552|1","CIMH61236","Cam","K8484",9,62.5296,2818.2912,4956.6106,79.9414,TRUE,FALSE,"K8484","Untreated",831,0,0.0016887593225976,0.00169299996924,0.000550264641427751,0.117422845462549,1.76104971438541,0.650129795476255,-1.47560572269496,-1.39475362606587,-0.811833150814921,-0.801051375211633,-0.743744029954326,0.475330926594465,0.247894103489771,0.448856799037304,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"D"
"CIMH61236|97552|2",84,"CIMH61236|97552|2","CIMH61236","Cam","K8484",10,73.0277,2671.3385,4954.5061,71.2183,TRUE,FALSE,"K8484","Untreated",730,0,0.00157730958682864,0.001607000012885,0.000456470452922881,-0.0696321875566028,1.68508596866213,0.56823653097933,-2.56769284340729,-2.4499098077509,-0.930084054006491,-0.909464766803755,-0.843651548234183,0.43013698630137,0.0863013698630137,0.402739726027397,0.00159515497564967,-5.21207845515311,2.27275281029732,2.37952197568486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH62439|92610|1",85,"CIMH62439|92610|1","CIMH62439","Cam","K8484",NA,32.5595,4747.8371,5579.5402,24.9969,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH62439|92610|2",86,"CIMH62439|92610|2","CIMH62439","Cam","K8484",6,40.1245,4709.8921,5857.0452,16.5409,TRUE,FALSE,"K8484","Untreated",163,0,0.00109418404561433,0.00106699997559,0.000209776695930802,0.845797624781969,4.32053496067376,-1.91130461987784,-9.21034037197618,-9.21034037197618,-5.09375020080676,-5.09375020080676,-5.09375020080676,0.00613496932515337,1e-04,0.00613496932515337,0.0010656749944775,-8.82876540944871,-0.033257004749071,-0.351498638653193,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH62439|92611|1",87,"CIMH62439|92611|1","CIMH62439","Cam","K8484",NA,14.702,6255.549,6534.0396,30.062,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH62439|92611|2",88,"CIMH62439|92611|2","CIMH62439","Cam","K8484",NA,18.1608,5454.0565,6293.8267,37.3337,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH62443|92608|1",89,"CIMH62443|92608|1","CIMH62443","Cam","K8484",NA,8.6133,6232.9414,6354.2727,11.2517,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH62443|92608|2",90,"CIMH62443|92608|2","CIMH62443","Cam","K8484",8,10.9672,5648.3674,5897.0488,15.96,TRUE,FALSE,"K8484","Untreated",230,0.00432900432900433,0.00121425651874312,0.0011229999945499,0.000415254024079513,1.73273153081473,6.35101981936726,-1.28093384546206,-3.24085473158698,-3.24085473158698,-2.39355687119977,-2.39355687119977,-2.14224244291887,0.117391304347826,0.0391304347826087,0.0913043478260869,0.00110900729441589,-8.89518332903454,-0.212155980933275,-0.759008105579646,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH62443|92609|1",91,"CIMH62443|92609|1","CIMH62443","Cam","K8484",3,34.1297,4964.2708,5874.1537,39.1332,TRUE,FALSE,"K8484","Untreated",398,0.0148514851485149,0.00142815577474094,0.00118449999718,0.000668525905124706,0.568880890065821,2.18829003018246,-0.232193386834128,-1.70978588626838,-1.66896389174813,-1.22427807048668,-1.20732851217291,-1.12663960092277,0.324120603015075,0.188442211055276,0.298994974874372,0.0012663450276264,-5.16131554410465,2.41624463360351,1.64564671143867,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH62443|92609|2",92,"CIMH62443|92609|2","CIMH62443","Cam","K8484",NA,22.256,4930.234,5295.6102,25.7633,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH69437|95401|1",93,"CIMH69437|95401|1","CIMH69437","Cam","K8484",6,37.6001,4311.7845,5819.5483,61.6574,TRUE,FALSE,"K8484","Untreated",689,0.00289435600578871,0.0015753396186594,0.00139899994247,0.00052097074433669,0.756991382384534,2.47323160027651,0.372912505070416,-1.75611777790213,-1.66770682055808,-1.22697357361245,-1.21223129187525,-1.16926525599181,0.310595065312046,0.188679245283019,0.297532656023222,0.00141891897187057,-5.13149475610398,2.85507690136028,1.84123557922716,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH69437|95401|2",94,"CIMH69437|95401|2","CIMH69437","Cam","K8484",NA,47.7813,4085.5328,5653.6503,44.0116,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH69437|95401|3",95,"CIMH69437|95401|3","CIMH69437","Cam","K8484",NA,71.1008,3193.6087,4841.2286,15.9305,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH69437|95402|1",96,"CIMH69437|95402|1","CIMH69437","Cam","K8484",NA,59.5818,3317.1202,4780.0355,35.9233,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH69437|95402|2",97,"CIMH69437|95402|2","CIMH69437","Cam","K8484",9,61.0606,2979.7127,5421.1759,51.8496,TRUE,FALSE,"K8484","Untreated",593,0,0.0013779342284663,0.00115799997002,0.000513461472558253,0.886589507157348,2.69075861018016,-0.364871711142911,-2.25806001395263,-2.18050177960676,-1.4799196205593,-1.47253951326167,-1.38124809305227,0.251264755480607,0.112984822934233,0.229342327150084,0.00121391891544783,-5.69947876262113,2.40076441541525,1.26188328663537,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH69440|95399|1",98,"CIMH69440|95399|1","CIMH69440","Cam","K8484",7,23.7122,4906.2247,5725.9099,58.3459,TRUE,FALSE,"K8484","Untreated",600,0,0.00114647499858014,0.001056500012055,0.000348879653681747,1.41332672849373,5.01731700530581,-1.25598012944714,-3.99903438241778,-3.99903438241778,-2.7333680090865,-2.7333680090865,-2.63572953952258,0.0716666666666667,0.0183333333333333,0.065,0.0010559456802895,-8.26737766865822,0.289958360904297,-0.414873967386491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH69440|95399|2",99,"CIMH69440|95399|2","CIMH69440","Cam","K8484",9,58.839,2775.856,4976.4292,37.9613,TRUE,FALSE,"K8484","Untreated",690,0,0.00121307825986845,0.00107650004793,0.000391291081843538,1.19196707127531,3.47358381001875,-0.989481553245153,-4.0517849478033,-3.64631983969514,-2.0823443013378,-2.03688192726104,-2.00409210443805,0.134782608695652,0.0260869565217391,0.130434782608696,0.00110501114907031,-6.0852201768762,2.32340368486385,1.08363036003231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH69440|95400|1",100,"CIMH69440|95400|1","CIMH69440","Cam","K8484",10,59.0178,2872.656,4349.3932,58.5585,TRUE,FALSE,"K8484","Untreated",735,0,0.00134559455565282,0.0012080000015,0.000455381408203462,0.558832394205883,2.16826212711952,-0.32668423025505,-3.26766598903763,-2.98895258656861,-1.56291789679921,-1.53727546618587,-1.46407206216257,0.231292517006803,0.0503401360544218,0.214965986394558,0.00124675617069578,-5.59448076613572,2.32709786625156,1.61114972166592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH69440|95400|3",101,"CIMH69440|95400|3","CIMH69440","Cam","K8484",NA,25.5075,4632.0684,4906.3319,31.2888,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH69445|95474|1",102,"CIMH69445|95474|1","CIMH69445","Cam","K8484",NA,18.5775,5538.1699,6154.4886,55.6151,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH69445|95474|2",103,"CIMH69445|95474|2","CIMH69445","Cam","K8484",3,40.1242,4437.0824,5749.2167,29.3157,TRUE,FALSE,"K8484","Untreated",245,0,0.00117825713966127,0.00114399997983,0.000319724041617991,0.556927415838492,3.19670840849535,-0.799165374636742,-5.50125821054473,-5.50125821054473,-3.55534806148941,-3.55534806148941,-3.10336293774636,0.0448979591836735,0.00408163265306123,0.0285714285714286,0.00113782524124795,-7.82920075717826,0.35771101262139,0.0143703923430498,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH69445|95475|1",104,"CIMH69445|95475|1","CIMH69445","Cam","K8484",NA,49.8622,4457.7669,6039.2608,36.9286,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
